FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
390,"滅","destroy",2018-06-05 00:34:40,2018-06-05,1,2,7
391,"減","diminish",2017-11-24 20:47:24,2017-11-24,1,3,7
392,"蔑","despise",2018-12-19 12:10:11,2018-12-19,1,2,8
393,"桟","scaffold",2018-07-04 20:10:01,2019-04-08,8,1,12
394,"銭","coin",2018-12-19 12:10:11,2019-12-29,8,1,8
395,"浅","shallow",2018-01-23 17:12:45,2018-10-11,8,0,8
396,"止","stop",2017-07-09 17:07:10,2018-07-28,8,0,7
397,"歩","walk",2018-03-17 05:38:01,2018-11-06,8,0,8
398,"渉","ford/vado",2018-05-25 05:10:40,2018-11-15,7,2,16
399,"頻","repeatedly",2018-02-05 03:28:51,2018-11-20,8,1,12
400,"肯","agreement",2018-02-09 18:28:40,2018-02-09,1,2,8
401,"企","undertake",2017-07-25 23:38:51,2018-07-18,8,1,7
402,"歴","curriculum",2018-05-29 02:21:30,2018-05-29,1,1,7
403,"武","warrior",2017-08-11 02:49:29,2018-08-16,8,1,7
404,"賦","levy/cuota",2018-05-23 07:11:37,2018-05-23,1,1,7
405,"正","correct/tally",2017-07-04 07:38:48,2018-07-17,8,0,7
406,"証","evidence",2018-12-19 12:32:27,2019-09-18,8,2,10
407,"政","politics",2018-05-29 03:31:20,2019-07-19,8,2,11
408,"定","determine",2017-07-20 15:29:35,2018-07-13,8,1,8
409,"錠","lock",2017-06-15 00:31:49,2018-07-10,8,1,9
410,"走","run",2018-11-26 16:57:42,2020-01-17,8,1,9
411,"超","transcend",2018-12-19 12:10:11,2018-12-19,1,2,9
412,"赴","proceed",2018-01-23 17:12:45,2018-01-23,1,2,7
413,"越","surpass",2017-08-22 21:02:33,2018-07-20,8,2,10
414,"是","certain/just right",2017-08-08 06:39:28,2018-08-23,8,1,8
415,"題","topic",2018-05-20 03:31:53,2019-02-06,8,1,9
416,"堤","dike",2017-12-01 19:02:04,2018-09-01,8,2,12
417,"建","build",2018-12-19 12:32:27,2018-12-22,2,1,7
418,"鍵","key/かぎ",2017-09-12 18:43:51,2018-10-04,8,3,9
419,"延","prolong",2018-07-05 03:16:31,2019-03-31,8,1,10
420,"誕","nativity/（たん）生日",2018-02-23 19:27:29,2018-10-21,8,2,11
421,"礎","cornerstone&cimiento",2018-03-17 05:38:02,2018-03-17,1,3,8
422,"婿","bridegroom",2018-03-17 05:38:02,2018-11-21,8,0,8
423,"衣","garment",2018-05-29 02:21:30,2019-06-28,8,0,8
424,"裁","tailor",2018-03-17 06:36:43,2018-03-17,1,3,11
425,"装","attire",2017-11-30 17:47:07,2017-11-30,1,4,11
426,"裏","back",2018-02-01 20:37:56,2018-10-04,8,1,8
427,"壊","demolition",2018-01-26 19:35:01,2018-10-08,8,2,12
428,"哀","sorrow",2018-01-26 19:14:34,2018-10-14,8,1,8
429,"遠","distant",2018-05-25 05:10:41,2018-05-25,1,4,10
430,"猿","monkey",2018-05-21 04:05:12,2018-05-21,1,1,7
431,"初","first time",2017-07-25 23:38:52,2018-07-11,8,0,7
432,"巾","towel",2018-05-28 05:26:44,2019-06-29,8,0,8
433,"布","linen",2017-08-25 17:25:55,2018-08-23,8,0,7
434,"帆","sail (clothe)",2018-05-25 05:10:39,2019-05-30,8,0,8
435,"幅","hanging scroll",2017-08-28 20:25:07,2018-09-07,8,0,7
436,"帽","cap",2018-05-21 03:40:50,2018-08-13,6,2,11
437,"幕","curtain",2017-08-15 14:38:40,2018-08-14,8,0,7
438,"幌","canopy",2018-06-11 07:38:19,2018-06-11,1,2,9
439,"錦","brocade",2018-05-28 05:15:32,2018-05-28,1,1,7
440,"市","market",2017-09-04 16:56:16,2018-08-21,8,0,7
441,"柿","persimmon",2017-09-01 18:30:05,2018-08-04,8,2,8
442,"姉","elder sister",2018-02-12 20:55:50,2018-11-07,8,0,8
443,"肺","lungs",2018-05-22 00:53:38,2018-05-22,1,1,7
444,"帯","sash (おび)",2018-05-23 07:11:46,2018-11-26,7,4,16
445,"滞","stagnate",2018-05-20 03:31:53,2018-07-20,6,4,12
446,"刺","thorn",2018-06-11 06:51:43,2019-03-16,8,0,8
447,"制","system",2017-08-25 17:25:55,2018-08-28,8,0,7
448,"製","made in...",2017-09-12 18:43:51,2018-09-11,8,0,7
449,"転","revolve",2018-06-22 09:23:42,2018-07-19,5,3,11
450,"芸","technique",2018-05-29 02:56:23,2018-05-29,1,1,7
451,"雨","rain",2017-09-12 18:43:51,2018-08-30,8,0,7
452,"雲","cloud",2018-03-17 06:36:43,2018-07-26,7,3,13
453,"曇","cloudy weather",2018-06-11 07:03:09,2019-03-14,8,2,17
454,"雷","thunder",2017-11-06 21:24:01,2017-11-06,1,3,6
455,"霜","frost",2017-11-09 15:27:14,2017-11-09,1,3,10
456,"冬","winter",2018-03-17 06:36:43,2018-12-03,8,0,8
457,"天","heavens",2018-07-06 06:06:21,2019-08-26,8,0,8
458,"妖","bewitched",2018-01-18 20:47:33,2018-01-18,1,4,8
459,"沃","irrigate",2018-05-20 03:53:17,2018-08-19,6,3,11
460,"橋","bridge",2018-12-19 12:27:18,2019-12-19,8,1,10
461,"嬌","attractive",2018-06-15 23:46:51,2018-06-15,1,3,7
462,"立","stand up",2018-06-22 09:23:41,2019-07-31,8,0,8
463,"泣","cry",2017-07-25 23:38:52,2018-07-31,8,0,7
464,"章","badge",2017-08-08 06:39:28,2018-08-14,8,0,7
465,"競","Vis-à-vis/compete",2018-05-23 07:11:46,2018-05-23,1,1,7
466,"帝","sovereign",2018-05-21 04:05:12,2018-05-21,1,1,7
467,"諦","renunciation",2018-02-07 17:48:29,2018-10-20,8,2,8
468,"童","juvenile",2018-05-28 05:26:44,2019-03-11,8,0,8
469,"瞳","pupil (eye)",2018-02-21 20:58:50,2018-07-09,7,2,8
470,"鐘","(saved by the)bell",2018-05-25 05:10:42,2019-07-04,8,0,8
471,"商","make a deal",2018-07-05 03:40:19,2019-07-18,8,0,8
472,"嫡","legitimate wife",2018-02-01 20:49:09,2018-02-01,1,2,7
473,"適","suitable",2018-03-17 05:38:01,2018-03-17,1,2,7
474,"滴","drip",2018-07-06 06:06:21,2019-03-22,8,0,8
475,"敵","enemy",2018-01-25 18:37:05,2018-01-25,1,4,12
476,"匕","spoon",2018-06-11 06:40:34,2019-02-21,8,0,8
477,"叱","scold",2018-01-10 20:54:16,2018-01-10,1,3,6
478,"匂","aroma",2018-01-26 19:10:17,2018-09-16,8,2,10
479,"頃","approximate time",2018-06-22 09:23:41,2018-06-22,1,2,7
480,"北","north",2018-06-20 20:59:58,2018-07-16,5,2,10
481,"背","stature",2018-05-29 02:21:30,2018-05-29,1,2,7
482,"比","compare",2017-10-09 15:19:27,2018-09-07,8,0,7
483,"昆","descendants",2017-11-14 20:40:13,2017-11-14,1,2,6
484,"皆","all/みんな",2018-05-28 05:15:32,2019-06-26,8,1,8
485,"楷","block letters",2018-06-11 07:33:51,2018-06-11,1,1,7
486,"諧","orderliness",2018-02-02 19:26:19,2018-02-02,1,3,11
487,"混","mix",2018-07-05 03:16:31,2018-08-04,5,1,10
488,"渇","thirst",2018-12-04 10:32:55,2018-12-12,3,1,8
489,"謁","audience",2018-01-25 19:24:54,2018-10-22,8,1,8
490,"褐","dark brown",2018-05-29 03:31:20,2018-05-29,1,3,12
491,"喝","hoarse",2018-05-25 16:55:47,2018-05-25,1,2,7
492,"葛","kudzu",2018-12-19 12:10:11,2019-08-19,8,0,8
493,"旨","delicious",2018-05-25 05:10:40,2018-05-25,1,1,7
494,"脂","fat",2018-06-02 04:30:09,2018-06-02,1,3,8
495,"詣","visit a shrine",2018-01-12 19:21:46,2018-01-12,1,3,6
496,"壱","I (one)",2018-07-05 03:16:31,2018-07-05,1,1,7
497,"毎","every/まい",2018-05-29 02:56:23,2018-05-29,1,1,7
498,"敏","cleverness",2018-01-12 19:21:17,2018-01-12,1,2,7
499,"梅","plum",2017-12-11 20:19:19,2018-08-17,8,1,8
500,"海","sea",2018-05-25 16:55:46,2019-02-23,8,1,9
501,"乞","beg",2018-05-25 16:55:46,2018-05-25,1,1,7
502,"乾","drought",2018-02-07 17:41:09,2018-09-23,8,2,10
503,"腹","abdomen",2018-05-28 05:41:00,2019-07-12,8,0,8
504,"複","duplicate",2018-06-15 23:40:45,2018-07-15,5,5,12
505,"欠","lack",2017-09-05 17:29:44,2018-09-23,8,0,7
506,"吹","blow",2018-05-28 05:15:32,2019-06-27,8,0,8
507,"炊","cook",2018-03-17 05:38:02,2018-03-17,1,6,13
508,"歌","song",2018-06-05 00:32:18,2019-06-17,8,1,8
509,"軟","soft",2018-02-01 20:37:56,2018-10-04,8,2,7
510,"次","next/つぎ",2017-11-16 15:13:30,2018-08-02,8,1,8
511,"茨","briar(maleza)",2018-07-09 03:32:48,2019-03-27,8,1,8
512,"資","assets",2018-03-29 17:22:59,2018-03-29,1,1,7
513,"姿","figure",2018-05-22 00:39:17,2018-05-22,1,3,7
514,"諮","consult with",2018-12-19 12:10:11,2018-12-21,2,1,7
515,"賠","compensation",2018-11-26 01:18:50,2018-11-26,1,5,9
516,"培","cultivate",2018-12-19 12:27:18,2018-12-22,2,4,7
517,"剖","divide",2018-05-28 05:41:00,2019-06-02,8,1,8
518,"音","sound",2017-10-24 16:44:30,2018-07-12,8,0,7
519,"暗","darkness",2018-05-30 01:04:16,2019-03-01,8,0,8
520,"韻","rhyme",2018-01-13 04:43:55,2018-01-13,1,4,8
521,"識","discriminating",2018-06-06 03:42:46,2018-06-06,1,6,12
522,"鏡","mirror",2018-05-21 04:05:13,2018-05-21,1,1,7
523,"境","boundary",2018-01-13 04:58:44,2018-01-13,1,3,6
524,"亡","deceased",2018-06-01 00:50:27,2019-06-15,8,0,8
525,"盲","blind",2018-12-04 10:52:01,2018-12-07,2,2,8
526,"妄","delusion",2018-12-19 12:32:27,2019-09-16,8,0,8
527,"荒","devastate",2018-12-19 12:10:11,2019-09-02,8,1,9
528,"望","ambition",2018-05-20 02:27:50,2018-05-20,1,2,7
529,"方","direction",2017-10-19 17:19:09,2018-10-17,8,0,7
530,"妨","disturb",2018-02-01 20:34:48,2018-02-01,1,2,7
531,"坊","boy (scout)/buddhist priest",2018-05-22 00:16:22,2018-07-25,6,2,15
532,"芳","perfumed",2018-06-22 09:23:41,2019-07-16,8,0,8
533,"肪","obese",2018-12-19 12:32:27,2020-02-06,8,0,8
534,"訪","acudir",2018-06-22 09:23:41,2018-06-22,1,1,7
535,"放","set free",2018-07-06 06:06:21,2019-04-03,8,0,8
536,"激","violent",2018-07-05 03:34:24,2018-07-05,1,1,7
537,"脱","take off",2017-08-28 20:25:07,2018-09-05,8,1,7
538,"説","explanation (not Confucian)",2018-01-11 20:59:13,2018-01-11,1,7,10
539,"鋭","pointed",2018-05-28 05:15:32,2018-05-28,1,1,7
540,"曽","formerly",2018-05-23 07:11:48,2018-07-02,5,3,14
541,"増","increase",2018-02-13 04:12:22,2018-10-10,8,1,7
542,"贈","(おく)り物",2018-03-17 05:38:03,2018-03-17,1,2,6
543,"東","east",2017-10-18 15:57:58,2018-07-14,8,0,7
544,"棟","ridgepole",2018-06-15 23:46:51,2019-03-14,8,0,8
545,"凍","frozen",2018-12-04 10:52:01,2018-12-18,4,1,9
546,"妊","pregnancy",2018-03-17 05:38:03,2018-03-17,1,2,7
547,"廷","courts",2018-06-22 09:23:41,2019-07-24,8,0,8
548,"染","dye",2018-01-10 20:54:16,2018-01-10,1,3,6
549,"燃","burn",2018-01-16 20:43:17,2018-01-16,1,5,8
550,"賓","V.I.P.",2018-05-22 00:16:22,2019-03-06,8,2,8
551,"歳","year end/～さい",2017-12-13 18:11:22,2018-08-12,8,1,7
552,"県","prefecture",2017-12-09 23:02:45,2017-12-09,1,3,6
553,"栃","horse chestnut",2018-01-26 19:40:15,2018-01-26,1,2,6
554,"地","ground",2017-12-12 15:07:24,2018-08-03,8,0,7
555,"池","pond",2018-01-25 19:17:18,2018-11-02,8,0,7
556,"虫","insect/むし",2017-12-20 01:03:37,2018-08-25,8,0,7
557,"蛍","lightning bug",2018-02-01 20:57:16,2018-11-02,8,2,7
558,"蛇","snake/へび",2018-01-26 19:40:15,2018-10-23,8,1,7
559,"虹","rainbow",2018-01-26 19:24:47,2018-01-26,1,2,6
560,"蝶","butterfly",2018-01-25 19:27:17,2018-01-25,1,2,7
561,"独","single",2018-01-25 19:35:51,2018-10-01,8,0,7
562,"蚕","silkworm",2018-05-25 05:10:41,2018-11-29,7,1,11
563,"風","wind",2017-11-30 17:47:07,2018-08-14,8,1,8
564,"己","self",2017-12-11 19:32:32,2017-12-11,1,2,6
565,"起","rouse/wake",2018-01-26 19:14:34,2018-10-08,8,0,7
566,"妃","queen",2017-12-11 20:19:19,2018-09-22,8,0,7
567,"改","reformation",2018-06-20 21:06:47,2018-06-20,1,2,12
568,"記","scribe",2018-01-25 19:24:54,2018-11-04,8,0,7
569,"包","wrap",2018-01-29 16:41:20,2018-09-30,8,0,7
570,"胞","placenta",2018-02-01 20:47:07,2018-10-07,8,3,9
571,"砲","cannon",2018-05-28 05:26:44,2019-02-22,8,4,11
572,"泡","bubble",2018-02-15 19:37:53,2018-10-03,8,1,8
573,"亀","tortoise",2018-02-13 19:59:14,2018-11-07,8,1,8
574,"電","electricity/でんき",2017-12-20 01:03:37,2018-09-22,8,0,7
575,"竜","dragon",2018-01-25 19:33:01,2018-11-01,8,1,7
576,"滝","waterfall",2018-01-25 19:30:17,2018-10-09,8,0,7
577,"豚","pork/ぶた",2018-06-11 07:33:51,2018-06-11,1,2,12
578,"逐","pursue",2018-05-23 07:11:37,2018-05-23,1,4,9
579,"遂","consummate",2018-02-23 19:52:23,2018-11-09,8,1,10
580,"家","house/うち",2018-01-25 19:27:17,2018-09-17,8,0,7
581,"嫁","marry into",2017-11-08 15:12:15,2018-07-14,8,0,7
582,"豪","overpowering (OP)",2018-06-05 00:28:32,2018-06-05,1,1,7
583,"腸","intestines",2018-02-01 20:47:07,2018-11-10,8,0,7
584,"場","location",2018-05-21 03:48:35,2018-05-21,1,2,7
585,"湯","hot water",2018-03-17 05:38:03,2018-03-17,1,5,9
586,"羊","sheep",2018-01-29 16:29:03,2018-10-01,8,0,7
587,"美","beauty/び（しょうじょ、人）",2018-06-15 23:40:45,2018-06-15,1,2,8
588,"洋","ocean",2018-05-23 07:11:37,2018-05-23,1,5,9
589,"詳","detailed",2018-02-01 20:54:07,2018-11-08,8,0,7
590,"鮮","fresh",2017-11-03 15:50:29,2018-07-10,8,1,7
591,"達","accomplished/だち",2018-02-01 20:47:07,2018-09-24,8,3,6
592,"羨","envious (not 嫉 or 妬)",2018-05-29 02:56:23,2019-06-28,8,4,10
593,"差","distinction",2018-05-29 03:31:20,2019-06-21,8,5,14
594,"着","don/wear",2018-01-26 19:35:01,2018-01-26,1,1,6
595,"唯","solely",2018-01-25 19:33:01,2018-01-25,1,1,6
596,"堆","piled high",2018-05-22 00:53:38,2018-05-22,1,1,7
597,"椎","sweet oak",2018-02-01 20:37:56,2018-11-14,8,0,7
598,"誰","who/だれ",2018-01-25 19:27:17,2018-10-20,8,0,7
599,"焦","char",2018-05-20 02:27:50,2018-11-07,7,2,12
600,"礁","reef",2018-01-29 17:02:17,2018-09-26,8,0,7
601,"集","gather",2018-05-28 05:26:44,2018-05-28,1,1,7
602,"准","quasi-",2018-01-25 19:36:20,2018-10-20,8,0,7
603,"進","advance",2018-01-25 19:30:17,2018-10-28,8,0,7
604,"雑","miscellaneous",2018-06-01 00:50:27,2019-03-12,8,0,8
605,"雌","female",2018-01-29 17:00:59,2018-01-29,1,1,6
606,"準","semi-",2018-01-25 19:27:17,2018-09-20,8,0,7
607,"奮","stirred up",2018-06-11 07:03:09,2018-06-11,1,1,7
608,"奪","rob",2018-01-17 20:47:58,2018-01-17,1,2,6
609,"確","assurance",2018-12-19 12:27:18,2019-08-10,8,0,8
610,"午","noon/zebra{p}",2018-05-29 02:21:30,2019-06-14,8,5,9
611,"許","permission",2018-01-16 20:07:31,2018-01-16,1,4,10
612,"歓","delight",2018-01-29 19:39:48,2018-01-29,1,1,6
613,"権","authority",2018-05-28 05:41:00,2019-02-04,8,2,9
614,"観","outlook",2018-01-25 19:33:01,2018-01-25,1,1,6
615,"羽","feathers",2018-01-29 17:00:59,2018-09-26,8,0,7
616,"習","learn/ならう",2018-06-20 20:59:58,2019-03-27,8,1,13
617,"翌","the following/ よく",2018-02-23 19:52:23,2018-10-11,8,4,7
618,"曜","weekday/火_日/金_日/よう",2018-01-26 19:42:27,2019-01-30,8,1,8
619,"濯","laundry",2018-03-17 05:38:02,2018-11-19,8,1,8
620,"曰","sayeth/according to...",2018-05-23 07:11:46,2018-07-07,5,2,10
621,"困","quandary/dilemma",2018-02-01 20:49:09,2018-10-09,8,0,7
622,"固","harden",2018-07-06 06:06:21,2019-03-13,8,0,8
623,"錮","weld",2018-01-26 19:40:15,2018-11-03,8,0,7
624,"国","country/くに",2018-01-25 20:08:30,2018-10-01,8,0,7
625,"団","group",2018-01-26 19:35:01,2018-11-07,8,0,7
626,"因","cause",2017-11-15 17:51:54,2018-07-19,8,0,7
627,"姻","(the state of) matrimony",2018-07-05 03:16:31,2018-07-05,1,3,11
628,"咽","windpipe",2018-03-17 05:38:02,2018-03-17,1,2,7
629,"園","park/（こう）えん",2018-01-29 16:41:20,2018-10-11,8,2,7
630,"回","-times (count.)カイ",2018-02-01 20:37:56,2018-09-25,8,0,7
631,"壇","podium",2017-12-01 20:03:41,2017-12-01,1,2,6
632,"店","store/みせ",2017-11-30 01:46:33,2018-08-18,8,0,7
633,"庫","warehouse",2018-01-26 18:59:46,2018-01-26,1,1,6
634,"庭","courtyard",2018-06-20 21:18:38,2019-03-02,8,2,9
635,"庁","government office",2018-05-21 04:05:12,2018-05-21,1,2,9
636,"床","bed",2018-01-25 19:17:18,2018-10-01,8,0,7
637,"麻","hemp",2018-03-17 06:36:43,2018-03-17,1,2,8
638,"磨","grind",2018-05-28 05:41:00,2018-05-28,1,2,7
639,"心","heart/こころ",2018-05-20 02:27:50,2018-07-12,6,1,10
640,"忘","forget",2018-02-01 20:47:07,2018-11-03,8,1,9
641,"恣","selfish",2018-05-25 05:10:41,2018-05-25,1,3,8
642,"忍","endure",2018-05-28 05:28:21,2018-05-28,1,4,8
643,"認","acknowledge(ment)",2018-05-25 17:26:33,2019-06-18,8,4,9
644,"忌","mourning(luto)/abhorrent",2018-05-29 02:21:30,2019-06-28,8,3,12
645,"志","intention",2017-12-01 19:01:15,2017-12-01,1,5,7
646,"誌","document",2018-01-29 17:00:59,2018-09-21,8,1,8
647,"芯","wick",2018-05-21 04:05:12,2018-08-19,6,1,10
648,"忠","loyalty",2017-11-07 14:26:09,2018-07-23,8,1,6
649,"串","shish kebab",2018-01-26 19:40:15,2018-10-10,8,0,7
650,"患","afflicted",2018-01-26 19:42:28,2018-10-28,8,4,8
651,"思","think",2018-02-01 20:49:09,2018-10-21,8,0,7
652,"恩","grace",2017-12-11 19:27:54,2017-12-11,1,3,7
653,"応","apply",2018-01-29 17:02:17,2018-01-29,1,1,6
654,"意","idea",2018-01-26 19:42:27,2018-10-10,8,1,6
655,"臆","cowardice/coward",2018-01-29 17:02:17,2018-09-16,8,1,8
656,"想","concept",2018-05-23 07:11:37,2019-02-20,8,3,8
657,"息","breath",2017-12-01 19:42:10,2017-12-01,1,2,6
658,"憩","recess",2018-01-15 17:47:35,2018-01-15,1,5,6
659,"恵","favor",2018-03-29 17:22:58,2019-01-11,8,1,10
660,"恐","fear",2018-01-25 18:51:44,2018-01-25,1,4,9
661,"惑","beguile/engañar",2018-02-13 19:52:35,2018-07-04,7,3,11
662,"感","emotion",2018-01-25 19:30:17,2018-09-17,8,0,7
663,"憂","melancholy",2018-05-20 02:27:50,2018-08-08,6,3,10
664,"寡","widow",2017-11-22 14:41:41,2018-08-02,8,1,6
665,"忙","busy/(いそが)しい",2018-06-20 21:06:47,2019-06-14,8,0,8
666,"悦","ecstasy",2018-02-16 16:48:47,2018-11-10,8,0,7
667,"恒","constancy",2018-07-06 06:06:21,2018-07-06,1,1,7
668,"悼","lament",2018-02-06 17:53:32,2018-09-30,8,1,8
669,"悟","enlightenment",2018-05-28 05:26:44,2019-03-02,8,2,9
670,"怖","dreadful/こわい",2018-01-29 19:39:48,2018-01-29,1,3,8
671,"慌","disconcerted",2018-05-23 07:11:46,2019-06-20,8,4,11
672,"悔","repent",2018-01-25 19:24:54,2018-10-05,8,4,6
673,"憎","hate",2018-01-29 16:46:58,2018-01-29,1,2,5
674,"慣","accustomed",2018-02-01 20:54:07,2018-10-01,8,2,9
675,"愉","pleasure/たのしい (Alt.)",2018-01-29 16:56:17,2018-09-30,8,0,7
676,"惰","lazy",2018-05-31 04:45:17,2019-02-04,8,5,10
677,"慎","humility",2018-02-02 19:26:19,2018-02-02,1,1,6
678,"憾","remorse",2018-01-18 20:49:20,2018-01-18,1,3,7
679,"憶","recollection",2018-02-16 16:31:35,2018-11-17,8,3,10
680,"惧","disquieting",2018-01-10 20:54:16,2018-01-10,1,5,7
681,"憧","yearn",2018-01-29 16:41:20,2018-09-22,8,0,7
682,"憬","hanker/desire",2018-05-23 07:11:48,2018-07-07,5,3,13
683,"慕","pining",2018-01-26 19:30:36,2018-01-26,1,1,6
684,"添","annexed",2018-05-29 02:56:23,2019-07-13,8,0,8
685,"必","invariably",2018-01-26 19:40:15,2018-10-21,8,0,7
686,"泌","ooze",2018-05-25 05:10:42,2019-05-28,8,4,11
687,"手","hand/て",2018-01-29 19:40:36,2018-10-15,8,0,7
688,"看","watch over",2018-05-21 03:48:35,2018-05-21,1,5,12
689,"摩","friction",2018-02-02 19:28:32,2018-10-19,8,0,7
690,"我","ego",2018-02-01 20:49:09,2018-11-03,8,0,7
691,"義","righteousness",2017-10-30 15:20:34,2018-07-11,8,0,7
692,"議","deliberation",2018-02-12 20:42:45,2018-10-16,8,0,7
693,"犠","sacrifice",2018-05-25 05:10:39,2018-05-25,1,6,10
694,"抹","rub",2017-11-30 17:42:25,2018-08-15,8,3,6
695,"拭","wipe",2017-11-30 17:42:25,2018-08-27,8,0,7
696,"拉","yank",2018-02-06 17:45:16,2018-11-18,8,0,7
697,"抱","embrace",2017-12-01 19:02:04,2018-09-02,8,0,7
698,"搭","board(not plank)",2017-11-19 01:35:09,2017-11-19,1,3,5
699,"抄","extract",2018-01-26 19:30:36,2018-10-10,8,0,7
700,"抗","opposition",2018-01-23 17:19:45,2018-01-23,1,6,9
701,"批","criticism",2018-01-29 16:37:14,2018-01-29,1,2,7
702,"招","beckon",2018-02-01 20:47:07,2018-11-06,8,0,7
703,"拓","clear the land",2018-05-21 04:50:20,2018-05-21,1,3,7
704,"拍","clap",2018-02-01 20:57:16,2018-09-18,8,0,7
705,"打","strike",2018-02-12 20:37:32,2018-10-14,8,0,7
706,"拘","arrest",2018-02-01 20:56:44,2018-02-01,1,1,6
707,"捨","discard",2018-05-28 05:41:00,2019-01-23,8,2,9
708,"拐","kidnap",2018-06-11 07:36:40,2019-03-11,8,1,8
709,"摘","pinch",2017-12-11 20:11:51,2018-09-10,8,1,8
710,"挑","challenge",2018-05-28 05:41:00,2019-06-29,8,0,8
711,"指","finger/ゆび",2018-02-01 20:57:16,2018-10-02,8,1,6
712,"持","hold",2018-05-23 07:11:46,2018-07-01,5,4,9
713,"拶","imminent",2018-01-29 16:37:14,2018-09-22,8,0,7
714,"括","fasten",2018-01-25 19:35:51,2018-01-25,1,2,7
715,"揮","brandish",2018-01-29 16:41:20,2018-10-29,8,0,7
716,"推","conjecture",2018-02-12 20:56:04,2018-09-28,8,2,8
717,"揚","hoist",2018-01-26 19:10:18,2018-01-26,1,2,7
718,"提","propose",2018-05-23 07:11:46,2018-05-23,1,9,10
719,"損","damage",2018-03-17 06:36:43,2018-03-17,1,5,7
720,"拾","pick up",2018-05-23 07:11:46,2018-07-01,5,4,9
721,"担","shouldering",2017-12-01 19:42:10,2017-12-01,1,3,7
722,"拠","foothold",2018-05-22 00:39:17,2018-06-30,5,6,11
723,"描","sketch",2018-07-04 20:10:01,2018-09-05,6,2,10
724,"操","maneuver",2018-02-12 20:55:50,2018-10-03,8,0,7
725,"接","touch",2017-12-12 15:07:24,2018-08-12,8,0,7
726,"掲","put up a notice",2018-02-01 20:49:09,2018-02-01,1,2,7
727,"掛","hang",2018-11-26 16:57:05,2019-09-10,8,0,8
728,"捗","make headway",2018-12-19 12:27:18,2018-12-21,2,1,7
729,"研","polish",2018-01-25 19:27:17,2018-01-25,1,2,7
730,"戒","commandment",2018-03-17 05:38:02,2018-07-02,7,4,8
731,"弄","tinker with",2017-12-11 20:11:51,2018-09-05,8,0,7
732,"械","contraption",2018-05-25 16:55:47,2018-05-25,1,6,10
733,"鼻","nose/はな",2018-06-11 06:51:43,2018-06-11,1,4,10
734,"刑","punish",2018-02-02 19:26:19,2018-10-10,8,0,7
735,"型","mould",2018-01-25 19:24:54,2018-01-25,1,1,6
736,"才","genius",2018-02-08 17:39:21,2018-11-19,8,0,7
737,"財","property",2018-06-11 07:38:19,2018-06-11,1,1,7
738,"材","lumber",2018-01-29 16:51:02,2018-01-29,1,1,6
739,"存","suppose",2017-11-30 17:42:25,2017-11-30,1,1,6
740,"在","exist",2017-11-07 14:26:09,2018-07-15,8,0,7
741,"乃","from",2018-01-26 19:24:47,2018-10-25,8,0,7
742,"携","portable",2018-02-05 00:01:19,2018-02-05,1,4,7
743,"及","reach out",2018-04-13 20:10:20,2018-12-25,8,1,8
744,"吸","suck",2018-01-26 19:35:01,2018-01-26,1,1,6
745,"扱","handle",2018-01-25 18:30:58,2018-01-25,1,6,7
746,"丈","length(大じょ夫)",2018-02-23 19:47:55,2018-10-18,8,2,8
747,"史","history",2018-05-23 07:11:37,2018-05-23,1,4,8
748,"吏","officer",2018-01-17 20:57:47,2018-01-17,1,4,8
749,"更","grow late",2018-02-01 20:54:07,2018-02-01,1,2,5
750,"硬","stiff",2018-01-26 19:24:47,2018-10-13,8,3,6
751,"梗","spiny",2017-12-11 20:21:23,2018-08-10,8,1,8
752,"又","again/また",2018-03-17 06:36:43,2019-05-07,8,1,7
753,"双","pair(twin)",2018-01-29 16:37:14,2018-11-12,8,0,7
754,"桑","mulberry",2018-06-22 09:23:41,2018-07-16,5,3,12
755,"隻","vessels",2018-03-17 06:36:43,2018-12-25,8,1,8
756,"護","safeguard",2017-11-16 15:13:28,2018-08-11,8,0,7
757,"獲","seize",2018-05-23 07:11:48,2018-05-23,1,3,11
758,"奴","guy",2018-05-21 04:05:12,2018-08-13,6,1,10
759,"怒","angry",2018-01-25 19:35:51,2018-09-15,8,0,7
760,"友","friend/(とも)逹",2018-02-02 19:26:19,2018-09-26,8,0,7
761,"抜","slip out",2018-01-26 19:10:17,2018-10-20,8,0,7
762,"投","throw",2018-02-23 19:37:29,2018-07-15,7,2,11
763,"没","drown",2017-11-24 20:53:18,2017-11-24,1,3,6
764,"股","thigh/もも(あし)",2018-05-21 04:42:09,2018-08-19,6,1,10
765,"設","establishment",2018-01-29 16:56:17,2018-01-29,1,1,6
766,"撃","beat",2018-01-12 19:28:48,2018-01-12,1,2,6
767,"殻","husk",2017-11-30 17:47:07,2017-11-30,1,1,6
768,"支","branch",2018-05-25 16:55:46,2019-01-19,8,0,8
769,"技","skill",2018-05-29 02:21:30,2019-06-24,8,3,13
770,"枝","bough",2018-04-13 19:56:33,2018-12-22,8,2,9
771,"肢","limb",2017-11-22 14:41:41,2018-08-16,8,1,8
772,"茎","stalk",2018-05-20 02:27:50,2018-05-20,1,3,10
773,"怪","suspicious",2018-06-11 06:51:43,2018-06-11,1,2,7
774,"軽","lightly",2017-11-15 17:51:54,2018-08-10,8,2,7
