FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
1158,"肩","shoulder/かた",2018-05-23 07:11:37,2018-07-03,5,3,10
1159,"房","tassel",2018-01-26 19:30:36,2018-10-05,8,1,8
1160,"扇","fan",2018-07-05 03:16:31,2019-02-27,8,3,10
1161,"炉","hearth",2017-12-01 19:19:03,2017-12-01,1,2,6
1162,"戻","re-/vomit",2018-01-29 17:00:59,2018-09-14,8,0,7
1163,"涙","tears",2018-11-26 16:57:42,2018-11-26,1,6,13
1164,"雇","employ",2017-11-24 21:16:48,2017-11-24,1,2,6
1165,"顧","look back",2018-02-06 17:57:27,2018-09-23,8,1,7
1166,"啓","disclose",2018-05-20 01:35:35,2018-05-20,1,5,8
1167,"示","show",2018-02-06 17:57:27,2018-11-12,8,1,6
1168,"礼","salutation",2018-01-25 20:08:30,2018-11-04,8,1,6
1169,"祥","propicio",2018-01-25 17:36:30,2018-01-25,1,4,7
1170,"祝","celebrate",2018-05-20 03:51:14,2018-05-20,1,3,8
1171,"福","blessing",2018-03-29 17:22:59,2018-03-29,1,5,8
1172,"祉","welfare/seguro social",2018-05-22 00:16:22,2018-07-21,6,1,10
1173,"社","company (しゃ)員",2018-05-20 03:51:14,2018-08-22,6,1,10
1174,"視","inspection",2018-01-26 18:59:46,2018-10-24,8,0,7
1175,"奈","Nara",2018-01-29 16:29:03,2018-11-04,8,0,7
1176,"尉","military officer",2018-02-02 19:20:01,2018-11-02,8,0,7
1177,"慰","consolation (comfort women)",2018-03-17 05:38:01,2018-12-14,8,3,9
1178,"款","goodwill",2018-06-15 23:46:51,2018-07-12,5,3,11
1179,"禁","prohibition/きんじる",2018-02-01 20:56:44,2018-10-12,8,0,7
1180,"襟","collar",2018-02-06 17:57:27,2018-02-06,1,2,5
1181,"宗","religion",2018-05-20 01:35:35,2018-07-22,6,2,10
1182,"崇","adore/revere (not worship)",2018-01-25 17:36:30,2018-01-25,1,6,10
1183,"祭","ritual (まつり)",2018-06-22 09:23:41,2018-07-17,5,2,11
1184,"察","guess",2018-01-26 19:35:01,2018-01-26,1,1,6
1185,"擦","grate",2018-05-21 04:50:20,2018-05-21,1,2,8
1186,"由","reason",2018-03-17 06:36:43,2018-03-17,1,2,7
1187,"抽","pluck",2018-06-20 20:59:58,2018-07-27,5,2,11
1188,"油","oil",2018-05-20 04:36:44,2019-06-12,8,2,9
1189,"袖","sleeve",2018-06-22 09:23:41,2019-03-23,8,1,10
1190,"宙","mid-air",2018-05-21 04:50:20,2018-05-21,1,3,9
1191,"届","deliver",2018-01-21 02:10:45,2018-01-21,1,5,6
1192,"笛","flute",2018-06-22 09:23:41,2018-08-07,5,2,10
1193,"軸","axis",2018-03-29 17:22:59,2018-03-29,1,1,6
1194,"甲","armor",2018-03-29 17:22:59,2018-03-29,1,3,9
1195,"押","push",2018-05-29 02:27:35,2019-06-03,8,1,8
1196,"岬","headland",2018-06-20 21:12:00,2018-06-20,1,2,11
1197,"挿","insert",2018-02-26 20:19:22,2018-10-31,8,2,9
1198,"申","speaketh(も)し(も)し",2018-05-23 07:11:48,2019-05-30,8,1,8
1199,"伸","expand",2018-01-29 16:51:02,2018-01-29,1,2,7
1200,"神","(かみ)さま",2018-01-16 20:43:17,2018-01-16,1,3,7
1201,"捜","search",2018-02-01 20:34:48,2018-02-01,1,3,6
1202,"果","fruit/くだもの",2018-01-29 16:46:58,2018-10-23,8,0,7
1203,"菓","confectionary",2018-01-29 16:51:02,2018-09-25,8,0,7
1204,"課","chapter",2018-02-02 19:26:19,2018-10-04,8,2,6
1205,"裸","naked",2018-04-13 20:10:20,2018-12-08,8,5,9
1206,"斤","ax",2018-05-23 07:11:48,2019-06-18,8,0,7
1207,"析","chop/analyze",2018-02-05 03:28:52,2018-09-26,8,0,7
1208,"所","place",2018-05-30 01:04:17,2019-02-04,8,7,11
1209,"祈","pray",2018-02-28 20:39:09,2018-02-28,1,5,6
1210,"近","near",2018-02-02 19:20:01,2018-11-04,8,0,7
1211,"折","fold",2018-05-25 05:10:41,2019-05-30,8,0,7
1212,"哲","philosophy",2018-01-12 19:34:25,2018-01-12,1,5,6
1213,"逝","departed(not discharge)",2018-06-05 00:32:18,2018-06-05,1,6,9
1214,"誓","vow",2018-05-22 00:16:22,2018-05-22,1,4,8
1215,"斬","chop off",2018-01-26 19:35:01,2018-09-20,8,0,7
1216,"暫","temporarily",2018-06-20 21:21:10,2018-06-20,1,4,9
1217,"漸","steadily",2018-01-29 16:56:17,2018-09-18,8,0,7
1218,"断","sever",2018-06-15 23:46:51,2018-06-15,1,6,10
1219,"質","substance",2018-05-20 02:55:18,2018-08-11,6,1,10
1220,"斥","reject",2018-05-21 03:40:50,2018-07-12,6,2,9
1221,"訴","accusation",2018-05-20 01:35:35,2018-10-03,7,4,10
1222,"昨","yesterday",2018-02-27 20:04:42,2018-11-19,8,0,7
1223,"詐","lie",2018-05-22 00:16:22,2018-05-22,1,7,9
1224,"作","make",2018-02-08 17:49:34,2018-11-21,8,0,7
1225,"雪","snow",2018-06-05 00:32:18,2019-02-21,8,1,8
1226,"録","record",2018-05-21 04:50:20,2018-05-21,1,2,7
1227,"剥","peel off",2018-02-06 17:53:32,2018-02-06,1,3,7
1228,"尋","inquire/questioning",2018-05-28 05:41:00,2018-05-28,1,4,8
1229,"急","hurry",2018-01-17 20:25:42,2018-01-17,1,2,6
1230,"穏","calm",2018-02-23 19:11:31,2018-11-05,8,0,7
1231,"侵","invade",2017-11-30 17:20:04,2017-11-30,1,4,10
1232,"浸","immersed",2018-05-25 16:55:47,2018-05-25,1,4,8
1233,"寝","lie down",2018-01-29 02:18:52,2018-01-29,1,7,11
1234,"婦","lady",2018-02-08 17:30:14,2018-11-19,8,0,7
1235,"掃","sweep",2018-04-13 20:07:32,2019-01-18,8,2,7
1236,"当","hit",2018-01-25 19:30:17,2018-01-25,1,2,5
1237,"彙","glossary",2018-05-28 05:41:00,2019-01-11,8,1,8
1238,"争","dispute",2018-06-05 00:43:04,2019-03-01,8,2,13
1239,"浄","clean",2018-03-29 17:22:58,2018-03-29,1,5,7
1240,"事","matter",2018-01-16 20:38:08,2018-01-16,1,3,5
1241,"唐","T'ang",2018-01-29 16:41:20,2018-09-26,8,0,7
1242,"糖","sugar",2018-06-01 00:50:27,2018-06-01,1,3,7
1243,"康","sane",2018-02-26 20:05:23,2018-10-19,8,1,6
1244,"逮","apprehend",2018-01-26 19:40:15,2018-01-26,1,2,7
1245,"伊","Italy",2018-01-29 02:30:19,2018-01-29,1,3,7
1246,"君","old boy/you(きみ)",2018-01-29 16:46:58,2018-10-04,8,1,6
1247,"群","group of animals/herd",2018-03-29 17:22:58,2018-03-29,1,3,7
1248,"耐","-proof",2018-05-28 05:26:44,2018-05-28,1,3,8
1249,"需","demand",2018-02-01 20:56:44,2018-09-23,8,2,6
1250,"儒","Confucian",2018-02-02 19:20:01,2018-10-17,8,0,7
1251,"端","edge",2018-03-17 05:38:02,2018-03-17,1,3,7
1252,"両","both/(りょう親)",2018-05-20 03:51:14,2018-08-18,6,1,10
1253,"満","full",2018-01-29 16:37:15,2018-10-03,8,2,8
1254,"画","brush-stroke",2018-01-29 17:00:59,2018-09-29,8,1,6
1255,"歯","tooth",2018-02-26 20:19:22,2018-10-23,8,0,7
1256,"曲","bend",2018-05-25 05:10:41,2019-06-01,8,0,7
1257,"曹","cadet",2018-06-11 06:33:04,2019-02-01,8,1,8
1258,"遭","encounter",2018-01-29 17:00:59,2018-09-30,8,0,7
1259,"漕","rowing",2018-02-02 19:20:01,2018-10-31,8,0,7
1260,"槽","vat",2018-02-05 00:26:44,2018-10-05,8,0,7
1261,"斗","Big Dipper",2018-02-13 20:03:37,2018-11-01,8,0,7
1262,"料","fee",2018-05-21 03:40:50,2018-05-21,1,2,6
1263,"科","facultad",2018-05-25 16:55:47,2018-05-25,1,7,11
1264,"図","map",2018-05-29 02:21:30,2019-06-01,8,1,8
1265,"用","utilize",2018-05-25 05:10:40,2019-06-13,8,0,7
1266,"庸","comfortable/comfy",2018-06-11 06:33:04,2018-06-11,1,5,13
1267,"備","equip",2018-02-16 16:48:47,2018-10-29,8,0,7
1268,"昔","once upon a time",2018-02-23 19:32:17,2018-10-27,8,0,7
1269,"錯","confused",2018-02-06 17:57:27,2018-10-12,8,1,7
1270,"借","borrow",2018-02-07 17:48:29,2018-09-30,8,0,7
1271,"惜","pity",2018-05-20 04:31:38,2019-02-13,8,1,8
1272,"措","set aside",2018-02-23 19:44:35,2018-11-03,8,0,7
1273,"散","scatter",2018-05-30 01:04:16,2019-02-10,8,1,8
1274,"廿","twenty",2018-01-29 16:46:58,2018-10-16,8,0,7
1275,"庶","commoner",2018-02-12 20:37:32,2018-02-12,1,1,6
1276,"遮","intercept",2018-01-26 19:40:15,2018-01-26,1,1,6
1277,"席","seat",2018-01-25 18:37:05,2018-01-25,1,7,11
1278,"度","degrees",2018-02-23 19:11:31,2018-11-16,8,0,7
1279,"渡","transit/cross a river",2018-03-17 05:38:02,2018-03-17,1,3,8
1280,"奔","bustle/bullicio",2018-06-16 11:54:13,2018-07-10,5,5,13
1281,"噴","erupt",2018-12-04 10:52:01,2018-12-08,2,5,10
1282,"墳","tomb",2018-01-16 20:28:59,2018-01-16,1,4,8
1283,"憤","aroused/indignation",2018-02-09 18:28:40,2018-11-15,8,0,7
1284,"焼","bake",2018-01-29 16:56:17,2018-09-18,8,1,7
1285,"暁","daybreak",2018-02-02 19:28:32,2018-09-20,8,1,8
1286,"半","half",2018-01-25 19:30:17,2019-01-21,8,0,7
1287,"伴","consort",2018-05-25 05:10:41,2018-07-31,6,3,10
1288,"畔","the land beside a body of water",2018-06-20 20:15:30,2018-07-04,4,9,17
1289,"判","judgment",2017-12-01 19:31:56,2017-12-01,1,5,6
1290,"拳","fist",2018-02-01 20:56:44,2018-11-03,8,2,8
1291,"券","ticket",2018-05-29 03:20:29,2018-05-29,1,2,10
1292,"巻","scroll",2018-07-05 03:16:31,2018-07-29,5,2,12
1293,"圏","esfera",2018-01-25 19:17:18,2018-01-25,1,2,6
1294,"勝","victory",2018-02-13 04:12:22,2018-10-30,8,1,8
1295,"藤","wisteria",2018-04-13 20:00:50,2019-01-19,8,3,9
1296,"謄","facsimilie",2018-01-29 17:02:17,2018-01-29,1,1,6
1297,"片","one-sided",2018-02-27 20:01:14,2018-11-29,8,0,7
1298,"版","printing block",2017-11-24 20:35:45,2017-11-24,1,3,5
1299,"之","of/archaic これ",2018-02-09 18:28:40,2018-10-23,8,0,7
1300,"乏","destitution/scarce",2018-05-20 03:31:53,2018-05-20,1,2,7
1301,"芝","turf",2018-02-02 19:28:32,2018-11-14,8,0,7
1302,"不","negative",2018-02-02 19:28:32,2018-11-09,8,0,7
1303,"否","negate",2018-06-05 00:43:04,2019-01-27,8,3,10
1304,"杯","cupfuls",2018-05-21 03:40:50,2018-05-21,1,5,11
1305,"矢","dart",2018-05-22 00:39:17,2018-05-22,1,5,8
1306,"矯","rectify",2018-07-06 06:06:21,2019-03-30,8,1,12
1307,"族","tribe",2018-03-17 06:36:43,2018-03-17,1,2,7
1308,"知","know/しる",2018-01-18 20:43:47,2018-01-18,1,2,6
1309,"智","wisdom",2018-02-02 19:20:01,2018-09-24,8,0,7
1310,"挨","shove",2018-05-29 02:21:30,2018-05-29,1,3,8
1311,"矛","halberd",2018-02-15 20:03:23,2018-10-21,8,0,7
1312,"柔","tender(physical)",2018-03-29 17:22:59,2018-03-29,1,4,9
1313,"務","task",2018-01-13 04:37:09,2018-01-13,1,2,6
1314,"霧","fog",2018-05-21 04:05:13,2019-02-08,8,1,8
1315,"班","squad",2018-05-23 07:11:46,2018-07-01,5,2,10
1316,"帰","homecoming/(かえ)ります",2018-01-10 20:58:16,2018-01-10,1,5,9
1317,"弓","bow",2018-05-25 16:55:47,2019-06-29,8,0,7
1318,"引","pull",2018-02-01 20:54:07,2018-10-21,8,1,7
1319,"弔","condolences",2018-02-01 20:56:44,2018-11-04,8,0,7
1320,"弘","vast",2018-03-29 17:22:59,2018-03-29,1,2,7
1321,"強","strong",2018-05-22 00:53:38,2018-05-22,1,5,8
1322,"弥","more and more",2018-07-05 03:40:19,2019-07-13,8,2,8
1323,"弱","weak",2018-01-25 17:44:46,2018-01-25,1,2,6
1324,"溺","drowning",2018-01-25 19:17:18,2018-09-24,8,0,7
1325,"沸","seethe/archaic boil",2018-05-25 16:55:46,2018-07-23,6,3,11
1326,"費","expense",2018-01-30 20:25:36,2018-01-30,1,2,6
1327,"第","No.",2017-11-16 15:04:39,2017-11-16,1,3,5
1328,"弟","younger brother",2018-04-13 20:00:50,2018-12-09,8,0,7
1329,"巧","adroit/habil",2018-03-17 05:38:01,2018-03-17,1,1,6
1330,"号","nickname",2018-03-17 05:38:01,2018-03-17,1,2,7
1331,"朽","decay",2018-02-26 20:39:44,2018-12-08,8,0,7
1332,"誇","boast",2017-11-24 21:11:30,2017-11-24,1,2,6
1333,"顎","chin",2018-05-29 03:31:20,2018-05-29,1,2,7
1334,"汚","dirty",2018-02-23 19:44:35,2018-12-03,8,0,7
1335,"与","bestow",2018-06-16 11:54:13,2018-07-14,5,5,12
1336,"写","copy",2018-06-22 09:23:41,2018-07-04,4,3,9
1337,"身","somebody",2018-02-01 20:56:44,2018-09-27,8,0,7
1338,"射","shoot",2018-06-22 09:23:41,2018-06-22,1,2,8
1339,"謝","apologize",2017-11-30 17:20:04,2017-11-30,1,5,6
1340,"老","old man",2018-03-17 05:38:01,2018-11-24,8,0,7
1341,"考","consider",2018-02-02 14:45:33,2018-02-02,1,6,7
1342,"孝","filial piety",2018-02-28 20:39:09,2018-11-18,8,0,7
1343,"教","teach",2018-03-17 05:38:02,2018-12-02,8,0,7
1344,"拷","torture",2018-02-23 19:27:29,2018-11-28,8,1,7
1345,"者","someone",2018-03-17 05:38:01,2019-03-18,8,2,6
1346,"煮","boil",2018-06-01 00:50:27,2019-01-23,8,1,8
1347,"著","renowned",2018-01-16 20:43:17,2018-01-16,1,4,8
1348,"箸","chopsticks",2018-05-20 03:51:14,2019-07-05,8,1,8
1349,"署","signature",2018-02-01 01:51:28,2018-10-14,8,1,8
1350,"暑","ambient heat/sultry/bochorno",2018-01-26 19:03:59,2018-10-01,8,1,7
1351,"諸","various",2018-02-01 20:49:09,2018-09-24,8,0,7
1352,"猪","boar",2018-05-25 05:10:42,2018-05-25,1,3,8
1353,"渚","orilla del rio",2018-06-11 07:33:51,2018-06-11,1,2,11
1354,"賭","gamble",2018-02-12 20:56:04,2018-11-01,8,0,7
1355,"峡","gorge",2018-07-06 06:06:21,2018-08-01,5,3,10
1356,"狭","cramped/narrow",2018-05-25 05:10:40,2018-05-25,1,3,7
1357,"挟","sandwiched",2018-01-23 17:24:28,2018-01-23,1,2,6
1358,"頬","cheek",2018-02-05 00:43:43,2018-10-16,8,0,7
1359,"追","chase",2018-02-23 19:44:35,2018-11-29,8,0,7
1360,"阜","large hill/Gifu prefecture",2017-12-01 20:13:48,2017-12-01,1,3,7
1361,"師","expert",2018-05-26 05:38:51,2018-05-26,1,7,9
1362,"帥","commander",2018-01-12 19:27:29,2018-01-12,1,5,8
1363,"官","bureaucrat",2018-06-22 09:23:41,2018-07-24,5,1,9
1364,"棺","coffin",2018-02-26 20:08:37,2018-10-28,8,1,8
1365,"管","pipe",2018-04-13 20:07:32,2019-01-22,8,1,8
1366,"父","father",2018-06-15 23:46:51,2018-07-27,5,1,9
1367,"釜","cauldron",2018-02-23 19:52:23,2018-11-26,8,0,7
1368,"交","mingle",2018-02-26 20:23:36,2018-10-31,8,0,7
1369,"効","effect/efficiency",2018-05-29 02:21:30,2019-06-23,8,3,8
1370,"較","(in) contrast",2018-06-05 00:52:11,2018-07-15,5,3,9
1371,"校","school/学(こう)",2018-03-17 05:38:02,2018-12-02,8,0,7
1372,"足","leg/あし",2018-05-25 16:55:46,2019-02-06,8,0,7
1373,"促","stimulate",2018-02-07 17:48:29,2018-11-11,8,1,6
1374,"捉","nab",2018-01-29 16:41:20,2018-10-02,8,1,8
1375,"距","long-distance",2018-03-29 17:22:59,2018-03-29,1,2,7
1376,"路","path",2018-02-09 18:20:00,2018-11-10,8,1,7
1377,"露","dew",2018-01-15 17:47:35,2018-01-15,1,4,7
1378,"跳","hop",2018-06-20 21:21:10,2018-07-19,5,2,11
1379,"躍","leap",2018-03-17 06:36:43,2018-11-18,8,1,8
1380,"践","tread",2018-05-21 04:05:12,2018-07-11,6,1,10
1381,"踏","step",2018-04-13 20:07:32,2018-04-13,1,3,8
1382,"踪","trail",2018-05-25 16:55:46,2018-05-25,1,4,11
1383,"骨","skeleton",2018-02-22 19:13:47,2018-11-23,8,0,7
1384,"滑","slippery",2018-02-09 18:28:40,2018-11-23,8,0,7
1385,"髄","marrow/medulla/quintessence",2018-05-25 16:55:46,2018-07-23,6,1,10
1386,"禍","calamity",2018-05-25 05:10:39,2018-05-25,1,3,8
1387,"渦","whirlpool",2018-02-26 20:29:01,2018-12-05,8,0,7
1388,"鍋","saucepan",2018-06-02 04:26:17,2019-02-05,8,1,8
1389,"過","overdo",2018-02-27 20:10:08,2018-10-21,8,1,8
1390,"阪","Heights/osaka",2018-03-17 05:38:03,2018-03-17,1,1,6
1391,"阿","Africa",2018-02-06 17:45:16,2018-10-05,8,0,7
1392,"際","occasion",2018-03-17 05:38:01,2018-11-11,8,2,9
1393,"障","hinder",2018-01-25 18:30:58,2018-01-25,1,2,6
1394,"隙","chink",2018-05-25 05:10:40,2018-08-15,6,1,10
1395,"随","follow",2018-01-29 16:41:20,2018-01-29,1,1,6
1396,"陪","auxiliary",2018-02-26 20:39:44,2018-10-25,8,0,7
1397,"陽","sunshine",2018-01-31 20:16:46,2018-01-31,1,5,9
1398,"陳","line up",2018-05-25 16:55:47,2018-05-25,1,5,10
1399,"防","ward off",2018-02-28 20:35:33,2018-12-04,8,0,7
1400,"附","affixed",2018-03-17 05:38:03,2018-07-19,7,2,8
1401,"院","Inst.",2018-03-17 05:38:02,2018-12-03,8,0,7
1402,"陣","camp",2018-05-21 03:48:35,2018-05-21,1,6,8
1403,"隊","regiment",2018-05-22 00:16:22,2018-05-22,1,2,6
1404,"墜","crash",2018-01-12 19:45:25,2018-01-12,1,3,6
1405,"降","descend(as in an elevator)",2018-06-16 11:59:52,2018-07-17,5,4,10
1406,"階","story/かい",2018-05-29 02:27:35,2019-02-14,8,1,8
1407,"陛","highness",2018-06-16 11:54:13,2018-06-16,1,3,6
1408,"隣","neighboring/vecino",2018-04-02 00:26:04,2018-04-02,1,6,8
1409,"隔","isolation",2018-07-05 03:29:53,2018-08-04,5,2,10
1410,"隠","conceal",2017-11-30 17:35:43,2017-11-30,1,2,5
1411,"堕","degenerate",2018-05-29 03:20:29,2018-05-29,1,2,7
1412,"陥","collapse/cave in",2018-03-17 06:36:43,2018-03-17,1,4,7
1413,"穴","hole",2018-03-17 05:38:01,2019-04-12,8,0,7
1414,"空","empty/sky",2018-05-25 05:10:42,2019-05-29,8,2,9
1415,"控","withdraw/withhold",2018-05-22 00:39:17,2018-05-22,1,2,6
1416,"突","stab",2018-02-23 19:34:24,2018-11-21,8,0,7
1417,"究","research",2018-03-29 17:22:58,2018-03-29,1,1,6
1418,"窒","plug up/Nitrogen",2018-02-01 20:57:16,2018-09-22,8,1,8
1419,"窃","stealth",2018-01-12 19:45:25,2018-01-12,1,3,6
1420,"窟","cavern",2018-02-07 17:41:09,2018-02-07,1,2,6
1421,"窪","depression (physical)",2018-01-25 18:37:05,2018-01-25,1,2,6
1422,"搾","squeeze",2018-06-16 11:54:13,2018-07-19,5,2,10
1423,"窯","kiln",2018-12-04 11:01:10,2018-12-21,4,3,11
1424,"窮","hard up/en la chilla",2018-02-22 19:24:52,2018-07-13,7,4,10
1425,"探","grope",2018-04-13 20:00:50,2019-01-25,8,0,7
1426,"深","deep",2018-05-21 04:42:09,2018-05-21,1,5,8
1427,"丘","hill",2018-02-16 16:44:55,2018-11-04,8,0,7
1428,"岳","Point",2017-12-11 19:27:54,2017-12-11,1,4,8
1429,"兵","soldier",2018-02-26 20:52:06,2018-11-25,8,0,7
1430,"浜","seacoast/litoral",2018-05-25 05:10:41,2018-08-19,6,2,11
1431,"糸","thread",2018-05-25 05:10:40,2019-06-05,8,0,7
1432,"織","weave",2018-05-28 05:26:44,2019-02-22,8,1,12
1433,"繕","darning(mending clothes with yar",2018-02-12 20:46:40,2018-11-26,8,0,7
1434,"縮","shrink",2018-03-17 05:38:01,2018-03-17,1,1,6
1435,"繁","luxuriant(abundant in growth)",2018-06-11 06:40:34,2018-06-11,1,4,9
1436,"縦","vertical",2018-05-23 07:11:46,2018-07-12,6,3,11
1437,"緻","fine",2018-05-31 04:45:17,2018-05-31,1,3,8
1438,"線","line(subway)",2018-02-06 17:57:27,2018-10-16,8,0,7
1439,"綻","come apart at the seams",2018-03-17 05:38:02,2018-03-17,1,1,6
1440,"締","tighten",2018-01-25 19:30:17,2018-01-25,1,1,6
1441,"維","fiber",2017-11-26 08:35:51,2017-11-26,1,2,5
1442,"羅","gauze",2018-03-17 05:38:01,2018-03-17,1,1,6
1443,"練","practice(not training)",2018-06-15 23:46:51,2018-07-10,5,3,11
1444,"緒","thong",2018-02-08 17:30:14,2018-10-22,8,0,7
1445,"続","continue/つづく",2018-03-29 17:22:59,2018-11-16,8,0,7
1446,"絵","picture",2018-05-20 02:27:50,2019-07-04,8,1,8
1447,"統","overall",2018-05-20 01:35:35,2018-05-20,1,4,8
1448,"絞","strangle",2017-11-24 20:35:45,2017-11-24,1,2,5
1449,"給","salary",2018-02-21 20:58:50,2018-10-30,8,1,8
1450,"絡","interlace",2018-02-06 17:57:27,2018-10-03,8,0,7
1451,"結","to tie the knot",2018-03-17 05:38:01,2018-12-23,8,0,7
1452,"終","end(おわります)",2018-02-26 20:11:57,2018-10-21,8,0,7
1453,"級","class",2018-05-26 05:37:03,2018-05-26,1,4,13
1454,"紀","chronicle",2018-02-02 19:26:19,2018-02-02,1,1,6
1455,"紅","crimson",2018-05-21 03:25:15,2019-07-09,8,1,8
1456,"納","arreglo",2018-07-09 03:32:48,2018-08-02,5,6,12
1457,"紡","spinning",2018-12-04 10:32:55,2018-12-15,3,3,9
1458,"紛","distract",2018-02-07 17:48:29,2018-11-03,8,0,7
1459,"紹","introduce",2018-07-04 17:54:15,2018-07-04,1,4,9
1460,"経","sutra/economics",2018-07-04 20:10:01,2018-07-21,4,3,9
1461,"紳","sire",2018-06-15 23:46:52,2018-07-17,5,6,10
1462,"約","promise",2018-05-25 16:55:47,2018-09-16,7,2,11
1463,"細","dainty(delicate)",2018-06-22 09:23:41,2018-06-22,1,2,7
1464,"累","accumulate",2018-05-22 00:39:17,2018-05-22,1,3,7
1465,"索","cord",2018-02-12 20:52:22,2018-07-02,7,2,11
1466,"総","general",2018-06-01 00:50:27,2019-03-01,8,1,8
1467,"綿","cotton",2018-01-29 17:00:59,2018-01-29,1,1,6
1468,"絹","silk",2018-05-28 05:41:00,2018-05-28,1,2,7
1469,"繰","winding",2018-04-13 20:00:50,2018-12-26,8,1,8
1470,"継","inherit",2018-03-29 17:22:59,2018-11-15,8,0,7
1471,"緑","green/みどり",2018-05-29 02:21:30,2019-05-21,8,1,12
1472,"縁","affinity",2018-06-24 03:37:05,2018-07-10,4,3,8
1473,"網","net/network",2018-02-23 18:52:56,2018-11-23,8,0,7
1474,"緊","tense",2018-05-20 04:36:44,2019-02-03,8,1,8
1475,"紫","purple",2018-06-05 00:37:39,2019-02-20,8,1,8
1476,"縛","truss/atar",2018-02-06 17:57:27,2018-02-06,1,2,7
1477,"縄","straw rope",2018-02-09 18:28:40,2018-09-25,8,1,8
1478,"幼","infancy",2018-02-01 20:49:09,2018-10-09,8,0,7
1479,"後","behind/午(ご)",2018-05-20 04:36:44,2019-01-19,8,2,7
1480,"幽","faint (as a ghost)",2017-12-01 19:11:52,2017-12-01,1,4,6
1481,"幾","how many/いくら",2018-02-26 20:23:36,2018-10-22,8,1,6
1482,"機","(defense) mechanism",2018-05-25 05:10:42,2018-08-21,6,2,10
1483,"畿","capital suburbs/kinki region",2018-06-11 06:40:34,2018-06-11,1,2,6
1484,"玄","mysterious",2018-02-08 17:49:34,2018-10-02,8,1,6
1485,"畜","livestock",2018-01-25 18:51:44,2018-01-25,1,2,6
1486,"蓄","amasar",2018-03-29 17:22:59,2018-03-29,1,1,6
1487,"弦","instrument string",2018-02-27 20:01:14,2018-10-24,8,1,8
1488,"擁","advocate (for human rights)",2018-01-12 19:45:25,2018-01-12,1,5,8
1489,"滋","nourishing",2018-02-22 19:19:33,2018-02-22,1,1,6
1490,"慈","mercy",2018-03-29 17:22:59,2018-03-29,1,3,6
1491,"磁","magnet",2018-05-20 04:36:44,2018-05-20,1,4,7
1492,"系","lineage",2018-02-02 19:16:23,2018-10-30,8,1,6
1493,"係","person in charge",2017-11-14 20:28:50,2017-11-14,1,2,4
1494,"孫","grandchild",2018-06-15 23:46:51,2018-06-15,1,7,9
1495,"懸","suspend",2018-06-15 23:40:45,2018-06-15,1,6,9
1496,"遜","modest",2018-05-20 01:18:44,2018-07-25,6,2,9
1497,"却","instead",2018-05-22 00:16:22,2018-05-22,1,4,6
1498,"脚","shins",2018-03-17 05:38:01,2018-03-17,1,2,5
1499,"卸","wholesale",2018-01-25 19:36:20,2018-09-17,8,1,6
1500,"御","honorable/(ご)はん",2018-05-31 04:45:17,2019-01-30,8,4,9
1501,"服","clothing",2018-05-20 02:27:50,2018-05-20,1,3,6
1502,"命","fate",2018-03-29 17:22:59,2019-01-07,8,1,6
1503,"令","orders",2018-03-17 05:38:01,2018-03-17,1,2,5
1504,"零","zero",2018-02-23 19:47:55,2018-10-11,8,1,6
1505,"齢","(third)age",2017-12-01 19:36:35,2017-12-01,1,4,6
1506,"冷","tactile cold",2018-02-23 19:13:55,2018-11-14,8,2,7
1507,"領","jurisdiction",2018-02-01 20:49:09,2018-11-01,8,2,7
1508,"鈴","small bell",2018-04-13 20:10:20,2019-01-23,8,1,6
1509,"勇","courage",2018-02-01 01:51:28,2018-10-17,8,1,8
1510,"湧","bubble up",2018-05-21 04:05:13,2018-05-21,1,3,9
1511,"通","traffic",2018-02-27 20:04:42,2018-11-02,8,0,7
1512,"踊","dance",2018-05-22 00:16:22,2018-05-22,1,3,5
1513,"疑","doubt",2018-06-11 07:39:23,2018-07-14,5,1,9
1514,"擬","mimic",2018-04-13 20:03:26,2018-12-31,8,0,7
1515,"凝","congeal",2017-12-19 01:32:57,2017-12-19,1,3,6
1516,"範","pattern",2018-04-13 20:03:26,2019-01-02,8,0,7
1517,"犯","crime",2017-12-01 19:31:56,2017-12-01,1,4,5
1518,"氾","widespread/flood",2018-07-06 06:06:21,2019-03-04,8,1,8
1519,"厄","unlucky",2018-01-10 20:48:21,2018-01-10,1,5,6
1520,"危","dangerous",2018-02-13 20:03:37,2018-10-24,8,3,8
1521,"宛","address",2018-02-13 04:03:24,2018-02-13,1,3,7
1522,"腕","arm",2018-05-29 02:27:35,2019-07-07,8,5,10
1523,"苑","garden (not にわ)",2018-05-22 00:16:22,2018-06-30,5,2,9
1524,"怨","grudge",2018-01-11 20:54:21,2018-01-11,1,5,7
1525,"柳","willow",2018-02-02 19:28:32,2018-11-09,8,2,6
1526,"卵","egg",2018-06-16 11:54:13,2019-03-29,8,2,7
1527,"留","detain",2018-07-06 06:06:21,2018-07-06,1,3,6
1528,"瑠","marine blue",2018-05-25 05:10:39,2018-05-25,1,6,10
1529,"貿","trade",2018-03-17 05:38:02,2018-03-17,1,6,8
1530,"印","stamp",2018-05-20 03:53:17,2018-05-20,1,3,5
1531,"臼","mortar",2018-05-20 04:36:44,2019-06-04,8,1,6
